CLIMATE_IDENTIFIER,1,2,3,4,5,6,7,8,9,10,11,12
1100032,84.99006916119879,78.39756592292089,75.14984812689842,71.29679902755268,72.37653846153846,71.71108022239873,69.3923076923077,70.22853292260301,75.3779104477612,80.98673842014223,82.69010727056019,84.29276315789474
1060845,,,,,,,,,,,,
1060844,85.01443859351113,77.04039845047039,73.75,68.99344457687724,67.80752169720347,71.29135603465646,72.97385118246491,75.29362029208302,83.70552884615384,85.41721854304636,87.25094678094479,82.67318111455108
1160898,,,,,,,,,,,,
1160H99,90.98862275449102,85.52752293577981,80.69003138544313,73.19042471042471,67.1348432578371,72.04394409937888,70.77432493588776,73.42383292383292,82.00827736998282,88.49269278606965,90.68219220617917,91.76917224589167
1060R0K,83.29596005447118,74.4009193054137,77.24257651895843,80.78277153558052,84.6045045045045,87.50814332247558,89.10235507246377,89.01544050862852,88.00661000944287,82.98844731977819,79.5925925925926,83.12488174077578
1091174,87.27209131075111,80.57843925985519,71.65089842317565,66.75421686746988,62.3434974283615,66.44589623239884,68.13507545086492,69.8538062283737,76.57351447435246,83.07788819875776,87.85156455429924,88.53152932533366
1021267,,,,,,,,,,,,
1141456,,,,,,,,,,,,
1061458,83.62997198879552,78.86477238916989,79.83337904552934,78.2310277233268,75.98818737270875,79.93747365462976,78.89955022488756,81.25142469470828,82.79315664002243,83.35053380782918,83.44536984754376,82.50746882280389
1161661,81.55480833893746,77.59572113611213,63.941848739495796,55.83402777777778,57.338617200674534,64.096875,53.75201884253028,53.86352941176471,59.851581508515814,69.4066599394551,79.48923611111111,80.3381512605042
1161662,84.44679399727148,74.81402257872845,66.97318526543879,60.05092664693973,61.34047044632087,62.16011235955056,59.892851790798744,61.12892840717461,69.8475948563264,75.47422522246087,81.6697232947233,84.72113622480147
1161663,89.0953908492318,77.57116519174042,66.95757259607025,60.526423596886524,59.22768459610565,57.579652501570024,55.303392822121985,55.994619523443504,67.87365484256676,76.86369796708615,85.80717131474104,88.3032644388642
1021830,89.83816159393717,85.28623139831076,80.61317526277193,74.04671717171718,70.70796676441837,70.41330976133351,66.9666381522669,68.33127470355731,78.0854905922465,86.49321764633997,86.9315570147746,88.7257729439081
1152102,83.50201612903226,74.37723214285714,66.7883064516129,61.58263888888889,59.9448554135844,63.81167477414871,52.17674731182796,51.251178451178454,63.29207232267038,75.9872311827957,79.25625,82.60995292535306
1152106,84.18861546782044,71.38610495195861,64.7928601079286,56.80413644080877,56.10763940798326,55.58136278780336,45.129378019323674,46.14617691154423,59.050339715873996,70.47537793743452,80.85477114041893,84.87391173821675
1182287,,,,,,,,,,,,
119BLM0,84.0796568627451,79.2316566063045,68.37351318209687,62.07453259221829,58.33394902105652,64.04361054766734,67.72561050435637,73.3051389230391,77.37010270064664,82.95423791364252,85.422886833101,83.97098077629485
1192341,85.18314137450956,81.55649678917885,70.94527177959792,63.201925760535865,60.704398273070694,66.12184444768714,70.68568624702088,76.45307576380326,79.64742657749346,84.42762803234501,87.43343653250774,85.12975965433432
1192345,78.02488231338265,75.5584512285927,66.14199192462988,59.790277777777774,60.168243243243246,64.75538568450312,68.43241425689307,73.70544720914593,76.44615384615385,80.78950907868192,82.10731707317073,78.544536271809
1192340,,,,,,,,,,,,
1102415,91.77046298105098,85.46987438790717,83.73481936971561,78.30686567164179,77.84240908216279,76.8660696517413,76.12033996523083,79.47820241981947,84.50288787094205,90.38873943120676,89.96783161239078,91.84241957233674
1032731,92.3923122943464,89.34165289256198,89.1822799940236,86.92373012197005,86.14942356640216,88.13480543545398,89.31563823351482,90.93448006254887,92.24116970593067,92.89670610809083,92.06454615981382,93.92308852360127
1192940,73.00403225806451,72.54464285714286,63.97106325706595,51.95066018068103,53.31405514458642,60.731944444444444,61.30592991913747,65.00806451612904,72.42013888888889,73.94220430107526,72.21905424200278,68.6864064602961
1192948,80.79247185347,75.8585392843969,65.58713043478261,54.012103174603176,54.896817743490836,64.31399046104929,67.67206165703276,69.40513414398765,71.25406055744936,76.55043227665706,82.83108376339817,79.64999034189685
1183000,69.07399103139014,67.26225490196079,61.824742268041234,50.36157407407408,46.318996415770606,52.62436313107921,57.07034050179212,57.76064545047064,54.82399258916165,66.00044802867383,70.67933271547729,67.48177887584929
1183001,75.52771320200661,71.75067240451855,67.6462726826876,59.967602892102335,55.02004304546677,63.98512698189982,67.24105461393597,67.3780947255113,69.21265646731571,71.30944362117742,77.71518018644775,76.103690685413
1173210,,,,,,,,,,,,
1173220,87.71058823529411,81.38938053097345,72.83533298556773,62.14410480349345,59.9479046520569,64.39828991847286,62.97178130511464,66.6033885252214,76.76404048422306,82.4687560456568,87.2498505678422,85.85437645236252
1063303,83.86121715697283,78.91214534594326,77.68344998871078,79.68983957219251,82.84731619305367,85.79380242311277,87.90444654683066,89.2066581306018,87.84835113794705,83.8366749267853,82.52792362768497,82.11899070385127
1063461,83.80674603174603,79.18112568768515,81.25580945003873,81.58832933653078,85.98079139454475,88.51948573724387,90.21137586471944,91.54349913577876,91.24078178521056,87.42081447963801,82.13272402145837,83.66217776067718
1063496,77.47855670103093,72.94215748363943,77.31160817585808,80.1286,84.54488312708702,86.81573705179282,89.75187247935472,91.38391801340165,88.75689172992409,81.15479211399571,76.37412796491927,75.08533538343264
