CLIMATE_IDENTIFIER,1,2,3,4,5,6,7,8,9,10,11,12
1100032,1.232523296683809,1.6522576820947814,2.807325901113736,4.127806568071313,5.233457063461538,6.426770458788481,8.034339361538462,8.146119162495186,5.541863404975125,2.8298766269459925,1.7185588676996426,1.0782021246130031
1060845,,,,,,,,,,,,
1060844,0.8769463818583318,1.3766474229846892,2.5765939989554316,4.215023444576877,6.042150648023144,6.2315493974203955,6.792224183810806,6.241264275557263,3.102793810096154,1.8743385566809503,0.9716122084911302,0.8294625870743034
1160898,,,,,,,,,,,,
1160H99,0.3262632320359281,0.6286934867663981,1.5018338576555024,3.09111785316847,5.869217965133753,5.974064800372844,7.8098580414398056,6.723921849746504,3.3321767463666196,1.1756990872337116,0.4820502034793414,0.27592625228241024
1060R0K,1.4745776395823877,2.102910474974464,2.178473924166286,1.9690554400749065,1.9695279684684686,1.7449074068901305,1.7388259103260868,1.7739215168029066,1.7668686543909349,2.131872037892791,2.0883104903495044,1.624442724692526
1091174,0.4501193041237114,0.7965216539132769,1.8944483021406726,3.2857438012438127,5.919900905702572,6.128901078732107,7.075254337556895,6.637314803297115,3.8332552906754866,1.6563015981110971,0.6305993661230931,0.3897432619076772
1021267,,,,,,,,,,,,
1141456,,,,,,,,,,,,
1061458,1.275774299719888,1.6006873921451947,1.8520503524410312,2.5185661663399608,3.7717994215885944,3.411246450252951,4.335058935532234,3.9205787449118046,2.9352217082748946,2.046334069258144,1.4295636236589497,1.2782677853912567
1161661,0.8138128043039677,1.0666974621910734,2.533951818487395,4.087777388888889,5.84176579089376,5.973754861111112,10.439448519515478,10.107318026890757,7.092774675008689,3.0310710797174574,1.0931624340277777,0.8682436705882353
1161662,0.7503897285129605,1.1873609061200237,2.315929389219935,3.9590368135804392,5.797804013872136,7.139595785859217,9.299755002247865,8.895706824106732,4.984970439752342,2.632854975452593,1.1132286245173746,0.6063808262064753
1161663,0.466752686138781,1.0261824170353981,2.304847372630847,3.9672174723473983,6.375596211683054,8.420672284338359,10.661052637772112,10.455026721752498,5.317350771223595,2.3695523233301063,0.8932801792828685,0.40715316013135017
1021830,0.8332864148637086,1.2007929709076284,1.9824829894891225,3.3016541022727273,5.045007014907136,5.829649395049255,7.807371130392277,7.593850019762845,4.231501053163279,1.7864622778931931,1.2256877130950876,0.9136573176096786
1152102,0.8143621303763442,1.3935889360119047,2.852034818548387,4.064124618055556,5.886972192333557,7.173465489923559,11.846167654569893,12.465662545454546,7.282370931849791,2.83267374327957,1.2465022569444444,0.854949677202421
1152106,0.747834691725257,1.448533390983001,2.890113897038472,4.978956982559037,7.422665698908656,9.993611055088703,15.892517460365394,14.77649719448193,7.73241160284126,3.480369404280796,1.2477558944918543,0.660966969378565
1182287,,,,,,,,,,,,
119BLM0,0.3351167684197622,0.604817296027912,1.534132973138722,3.020255386558868,5.842025799975366,5.9392989463674395,6.138824128113879,4.8089644529136955,2.867044833269938,1.2549332119571903,0.4970291430020284,0.3417892641116689
1192341,0.32065651183394506,0.5477284742747673,1.4506705385951848,2.909249561819704,5.458342390717755,6.070402114711033,5.786082257114819,4.376704747599451,2.6621093704565277,1.1636600026954178,0.4084506251760067,0.2899539986495611
1192345,0.373630322797579,0.7353472151898734,1.6631758950201885,3.230310173611111,5.534135398648648,5.62608703266157,5.7734406590450575,4.714235810356422,2.8579916503496503,1.5775051580363146,0.5913862020905923,0.3526671717171717
1192340,,,,,,,,,,,,
1102415,0.6695325864426646,1.2161224531516184,1.8205353996925444,3.050088275518341,4.083289734308818,5.27942143880597,6.162296195904173,5.337979975024015,3.372344114012358,1.4126468691139726,0.982994090548054,0.624476492005394
1032731,0.7146838259048758,0.9713298314049587,1.1121796249813238,1.5417053759456538,1.9199197784099418,1.8131973656578135,1.8418479612825167,1.642847562157936,1.3025299014292755,0.9537968644067796,0.8272131667959659,0.5759795204343237
1192940,0.33128982526881723,0.613851636904762,1.7513578196500672,4.806840250173732,7.4333308137188965,7.868431618055556,8.862288281671159,7.017683024193548,3.9898435972222224,2.43110063172043,0.8309802503477051,0.5992031695827725
1192948,0.3625393496891279,0.6027915587529976,1.8104700504347826,4.187204458333333,7.679930948891032,8.082287694295369,7.959812003853564,7.169865483497394,4.4209298977341085,2.1408147973102785,0.47208065303691943,0.32241273517481167
1183000,1.072942605381166,1.290437931372549,1.9682305961452262,4.602065662037037,7.488224968637994,8.300966072255674,9.290263575268817,8.520499878978036,7.124649291338582,3.303201836917563,1.2766804263206672,1.1392978505250155
